Szó,Szófajok
szerdék,főnév
szerecsen,főnév|melléknév
szerecsendió,főnév
szerecsenmosdatás,főnév
szeredás,főnév
szerel,ige
szerelde,főnév
szerelék,főnév
szerelékfal,főnév
szerelem,főnév
szerelemféltés,főnév
szerelemgyerek,főnév
szerelemittas,melléknév
szerelés,főnév
szerelmes,főnév|melléknév
szerelmeskedik,ige
szerelmetes,melléknév
szerelmi,melléknév
szerelő,főnév|melléknév
szerelőállvány,főnév
szerelőgödör,főnév
szerelőmunkás,főnév
szerelőruha,főnév
szerelvény,főnév
szerenád,főnév
szerencse,főnév
szerencsecsillag,főnév
szerencsefi,főnév
szerencsefillér,főnév
szerencsejáték,főnév
szerencsekerék,főnév
szerencsekívánat,főnév
szerencselovag,főnév
szerencséltet,ige
szerencsemalac,főnév
szerencsés,főnév|melléknév
szerencsétlen,főnév|melléknév
szerencsétlenkedik,ige
szerencsétlenség,főnév
szerencsevadász,főnév
szerént,névutó
szerény,melléknév
szerénykedik,ige
szerénység,főnév
szerénytelen,melléknév
szerep,főnév
szerepcsere,főnév
szerepel,ige
szerepeltet,ige
szerepez,ige
szerepjátszás,főnév
szerepkör,főnév
szereplés,főnév
szereplő,főnév|melléknév
szereposztás,főnév
szere-száma,főnév
szeret,ige
szeretet,főnév
szeretetadomány,főnév
szeretetcsomag,főnév
szeretetház,főnév
szeretetlakoma,főnév
szeretetlen,melléknév
szeretetreméltóság,főnév
szeretett,főnév|melléknév
szeretetteljes,melléknév
szeretetvendégség,főnév
szeretkezik,ige
szerető,főnév|melléknév
szerette,főnév|melléknév
szerez,ige
szerfa,főnév
szerfölött,határozószó
szergyakorlat,főnév
szerház,főnév
széria,főnév
szerint,névutó
szerinte,határozószó
szeri-száma,főnév
szerkeszt,ige
szerkesztés,főnév
szerkesztő,főnév|melléknév
szerkesztői,melléknév
szerkesztőség,főnév
szerkezet,főnév
szerkezeti,melléknév
szerkocsi,főnév
szerkovács,főnév
szerkönyv,főnév
szerpap,főnév
szerpentin,főnév
szerszám,főnév
szerszámacél,főnév
szerszámfa,főnév
szerszámgép,főnév
szerszámkamra,főnév
szerszámkészítő,főnév|melléknév
szerszámláda,főnév
szerszámlakatos,főnév
szerszámnyél,főnév
szertár,főnév
szertáros,főnév
szertartás,főnév
szertartáskönyv,főnév
szertartásmester,főnév
szertartásos,melléknév
szertartástan,főnév
szerte,melléknév|határozószó|névutó|igekötő
szerteágazik,ige
szerteágazó,melléknév
szertefoszlik,ige
szertelen,főnév|melléknév|határozószó
szertelenkedik,ige
szertelenség,főnév
szertenéz,ige
szerteszéjjel,határozószó
szerteszét,határozószó
szerteszór,ige
szertorna,főnév
szertornázás,főnév
szérum,főnév
szérű,főnév
szérűskert,főnév
szerv,főnév
szervál,ige
szerves,melléknév
szervetlen,melléknév
szervez,ige
szervezet,főnév
szervezeti,melléknév
szervezetlen,melléknév
szervezett,melléknév
szervezkedés,főnév
szervezkedik,ige
szervező,főnév|melléknév
szerveződik,ige
szervi,melléknév
szervián,főnév|melléknév
szerviánka,főnév
szervilis,melléknév
szervíroz,ige
szervita,főnév|melléknév
szerviz,főnév
szervusz,mondatszó
szerzemény,főnév
szerzés,főnév
szerzet,főnév
szerzetes,főnév|melléknév
szerzetesrend,főnév
szerzetház,főnév
szerzett,melléknév
szerző,főnév|melléknév
szerződés,főnév
szerződéses,melléknév
szerződéskötés,főnév
szerződésszegés,főnév
szerződik,ige
szerződmény,főnév
szerződő,melléknév
szerződött,melléknév
szerződtet,ige
szerzői,melléknév
szerzőség,főnév
szesz,főnév
szeszárpa,főnév
szeszburgonya,főnév
szeszégetés,főnév
szeszel,ige
szeszélesztő,főnév
szeszély,főnév
szeszélyes,melléknév
szeszélyeskedik,ige
szeszes,melléknév
szeszez,ige
szeszfinomító,főnév|melléknév
szeszfok,főnév
szeszfőzde,főnév
szeszfőzés,főnév
szeszfőző,főnév|melléknév
szeszgyár,főnév
szeszipar,főnév
szeszlámpa,főnév
szeszmérő,főnév|melléknév
szesszenés,főnév
szesszió,főnév
szesztartalom,főnév
szesztestvér,főnév
szesztilalom,főnév
szét,határozószó|igekötő
szétágazik,ige
szétáll,ige
szétapróz,ige
szétaprózódik,ige
szétázik,ige
szétáztat,ige
szétbomlaszt,ige
szétbomlik,ige
szétboncol,ige
szétbont,ige
szétbontakozik,ige
szétcsap,ige
szétcsavar,ige
szétdarabol,ige
szétdob,ige
szétdobál,ige
szétdől,ige
szétdönt,ige
szétdörgöl,ige
szétdörzsöl,ige
szétdúl,ige
szétesik,ige
széteső,melléknév
szétfejt,ige
szétfeszít,ige
szétfolyik,ige
szétfolyó,melléknév
szétforgácsol,ige
szétforgácsolódik,ige
szétfoszlat,ige
szétfő,ige
szétfőz,ige
szétfröccsen,ige
szétfúj,ige
szétfut,ige
szétfűrészel,ige
széthajlik,ige
széthajol,ige
széthajt,ige
széthangzás,főnév
széthány,ige
szétharap,ige
széthasad,ige
széthasít,ige
széthasogat,ige
széthelyez,ige
széthint,ige
széthord,ige
széthull,ige
széthurcol,ige
széthúz,ige
széthúzás,főnév
szétkapcsol,ige
szétkapkod,ige
szétkerget,ige
szétköltözik,ige
szétküld,ige
szétküldés,főnév
szétloccsan,ige
szétlő,ige
szétmállik,ige
szétmar,ige
szétmarcangol,ige
szétmegy,ige
szétmetél,ige
szétmorzsol,ige
szétmorzsolódik,ige
szétnéz,ige
szétnyílik,ige
szétnyit,ige
szétnyom,ige
szétolvad,ige
szétomlik,ige
szétoszlat,ige
szétoszlik,ige
szétoszt,ige
szétömlik,ige
szétözönlik,ige
szétpattan,ige
szétpereg,ige
szétporlad,ige
szétpukkad,ige
szétpukkan,ige
szétrág,ige
szétrak,ige
szétrebben,ige
szétreped,ige
szétrepeszt,ige
szétrepül,ige
szétriaszt,ige
szétrobban,ige
szétrombol,ige
szétroncsol,ige
szétszaggat,ige
szétszakad,ige
szétszakít,ige
szétszalad,ige
szétszáll,ige
szétszed,ige
szétszedhető,melléknév
szétszéled,ige
szétszerel,ige
szétszór,ige
szétszóródik,ige
szétszórt,melléknév
szett,főnév
széttagol,ige
széttagolt,melléknév
széttapos,ige
széttár,ige
széttart,ige
széttárul,ige
széttekint,ige
széttép,ige
széttéphetetlen,melléknév
szétterít,ige
szétterjed,ige
szétterpeszt,ige
szétterül,ige
széttipor,ige
széttör,ige
széttörik,ige
szétugraszt,ige
szétugrik,ige
szétültet,ige
szétüt,ige
szétvág,ige
szétvagdal,ige
szétválaszt,ige
szétválik,ige
szétválogat,ige
szétver,ige
szétvet,ige
szétvisz,ige
szétzavar,ige
szétzilál,ige
szétzúz,ige
szétzüllik,ige
szevasz,mondatszó
szext,főnév
szextáns,főnév
szextett,főnév
szexuális,melléknév
szezám,főnév
szezon,főnév
szezoncikk,főnév
szezonmunka,főnév
szezonmunkás,főnév
szféra,főnév
szfinx,főnév
szi,főnév
szí,ige
szia,mondatszó
sziács,főnév
sziámi,főnév|melléknév
szibarita,főnév|melléknév
szibériai,főnév|melléknév
szid,ige
szidalmaz,ige
szidalmazás,főnév
szidalom,főnév
szidás,főnév
szieszta,főnév
szifilisz,főnév
szifon,főnév
sziget,főnév
szigetel,ige
szigetelés,főnév
szigetelő,főnév|melléknév
szigetelt,melléknév
szigetország,főnév
szigetvilág,főnév
szignál,ige|főnév
szigony,főnév
szigonyoz,ige
szigor,főnév
szigorít,ige
szigorított,főnév|melléknév
szigorlat,főnév
szigorlatozik,ige
szigorló,főnév|melléknév
szigorú,melléknév
szigorúság,főnév
szíj,főnév
szijács,főnév
szíjas,melléknév
szíjaz,ige
szíjgyártó,főnév|melléknév
szíjostor,főnév
szik,főnév
szikár,melléknév
szike,főnév
szikes,főnév|melléknév
szikfű,főnév
sziki,melléknév
szikkad,ige
szikkadt,melléknév
szikkaszt,ige
szikkasztó,melléknév
szikla,főnév
sziklabarlang,főnév
sziklacsont,főnév
sziklafal,főnév
sziklafészek,főnév
sziklafok,főnév
sziklagerinc,főnév
sziklakert,főnév
sziklapart,főnév
sziklás,melléknév
sziklasó,főnév
sziklaszál,főnév
sziklaszilárd,melléknév
sziklaüreg,főnév
sziklazátony,főnév
sziklevél,főnév
szikra,főnév
szikrafogó,főnév|melléknév
szikrahossz,főnév
szikrányi,főnév|melléknév
szikratávirász,főnév
szikratávíró,főnév
szikrázik,ige
szikrázó,melléknév
sziksó,főnév
sziktelen,melléknév
szikvíz,főnév
szil,főnév
szila,főnév
szilaj,melléknév
szilajodik,ige
szilajság,főnév
szilánk,főnév
szilárd,melléknév
szilárdít,ige
szilárdság,főnév
szilárdságtan,főnév
szilárdul,ige
szilencium,főnév
szilfa,főnév
szilfid,főnév
szilícium,főnév
szilikát,főnév
szilke,főnév
szillogizmus,főnév
szilszkin,főnév
sziluett,főnév
szilva,főnév
szilvacefre,főnév
szilvacibere,főnév
szilvafa,főnév
szilvaíz,főnév
szilvalé,főnév
szilvalekvár,főnév
szilvapálinka,főnév
szilvás,főnév|melléknév
szilveszter,főnév
szilveszterez,ige
szilvórium,főnév
szimat,főnév
szimatol,ige
szimbiózis,főnév
szimbolikus,melléknév
szimbolista,főnév|melléknév
szimbolizál,ige
szimbolizmus,főnév
szimbólum,főnév
szimfónia,főnév
szimfonikus,főnév|melléknév
szimmetria,főnév
szimmetrikus,melléknév
szimpátia,főnév
szimpatikus,melléknév
szimpatizál,ige
szimpatizáns,főnév
szimpla,főnév|melléknév
szimplifikál,ige
szimptóma,főnév
szimulál,ige
szimuláns,főnév
szimultán,főnév|melléknév
szín,főnév
színarany,főnév
színárnyalat,főnév
színbőr,főnév
szincerizál,ige
színdarab,főnév
szindikalista,főnév|melléknév
szindikalizmus,főnév
szindikátus,főnév
színehagyó,melléknév
színehagyott,melléknév
színe-java,főnév
szinekdoché,főnév
szinekúra,főnév
színel,ige
színelőadás,főnév
színérzék,főnév
színes,főnév|melléknév
színesedik,ige
színesít,ige
színeskedik,ige
színesül,ige
színész,főnév
színészbejáró,főnév
színészegyüttes,főnév
színészet,főnév
színészgárda,főnév
színészi,melléknév
színészies,melléknév
színészkedik,ige
színésznő,főnév
színészotthon,főnév
színészvér,főnév
színez,ige
színezés,főnév
színezet,főnév
színeződés,főnév
színeződik,ige
színezüst,főnév
színfa,főnév
színfal,főnév
színfalhasogató,melléknév
színfolt,főnév
szingaléz,főnév|melléknév
színhatás,főnév
színház,főnév
színházi,melléknév
színházjegy,főnév
színházlátogató,főnév|melléknév
színháztudomány,főnév
színhely,főnév
színhús,főnév
színi,melléknév
színiakadémia,főnév
színibírálat,főnév
színielőadás,főnév
színigaz,főnév|melléknév
színigazgató,főnév
színiiskola,főnév
színiiskolás,főnév|melléknév
színikritika,főnév
színikritikus,főnév
színinövendék,főnév
szinít,ige
színjáték,főnév
színjátszás,főnév
színjátszó,főnév|melléknév
színjeles,főnév|melléknév
színjózan,melléknév
színkép,főnév
színképelemzés,főnév
színkezelés,főnév
szinkópa,főnév
színkör,főnév
szinkron,főnév|melléknév
szinkronizál,ige
színlap,főnév
színleg,határozószó
színleges,melléknév
színlel,ige
színlelt,melléknév
színlett,melléknév
színmagyar,főnév|melléknév
színméz,főnév
színmű,főnév
színműíró,főnév
színművész,főnév
színművészet,főnév
színnyomás,főnév
színnyomat,főnév
szinódus,főnév
szinonim,melléknév
szinoníma,főnév
szinopszis,főnév
színpad,főnév
színpadi,melléknév
színpadias,melléknév
színpadkép,főnév
színpártoló,főnév|melléknév
színpompa,főnév
színpompás,melléknév
színskála,főnév
színsúly,főnév
színszappan,főnév
színszerű,melléknév
színszórás,főnév
színszűrő,főnév
szint,főnév
szintagma,főnév
szintaktikai,melléknév
szintannyi,névmás
színtársulat,főnév
színtartó,melléknév
szintaxis,főnév
szinte,határozószó|kötőszó
színtelen,melléknév
színtelenedik,ige
színtelenít,ige
szintén,határozószó|kötőszó
színtér,főnév
szinteredmény,főnév
szintetikus,melléknév
színtévesztés,főnév
szintez,ige
szintézis,főnév
szintező,főnév|melléknév
szintgörbe,főnév
szintígy,határozószó
színtiszta,melléknév
szintjel,főnév
szintjelzés,főnév
szintjelző,főnév|melléknév
szintkülönbség,főnév
szintmérő,főnév|melléknév
szintolyan,névmás|határozószó
szintúgy,határozószó
szinusz,főnév
szintvonal,főnév
színutánzás,főnév
színű,melléknév
színültig,határozószó
színvak,főnév|melléknév
színvakság,főnév
színvallás,főnév
színváltozás,főnév
színvázlat,főnév
színvonal,főnév
színvonalas,melléknév
szipákol,ige
szipirtyó,főnév
szipka,főnév
szipog,ige
szipogás,főnév
szipóka,főnév
szipoly,főnév
szipolyoz,ige
sziporka,főnév
sziporkázik,ige
szippant,ige
szippantás,főnév
szirén,főnév
sziréna,főnév
szirénáz,ige
szirénhang,főnév
szirokkó,főnév
szirom,főnév
sziromlevél,főnév
szirony,főnév
szirszar,főnév|melléknév
szirt,főnév
szirtes,melléknév
szirtfal,főnév
szirtfok,főnév
szirti,melléknév
szirup,főnév
szirupos,melléknév
sziszeg,ige
sziszegés,főnév
sziszegő,főnév|melléknév
sziszereg,ige
sziszifuszi,melléknév
szí-szó,főnév
szisszen,ige
szisszenés,főnév
szisztéma,főnév
szisztematikus,melléknév
szisztematizál,ige
szít,ige
szita,főnév
szitakötő,főnév
szitál,ige
szitálás,főnév
szitás,főnév|melléknév
szítás,főnév
szitaszövet,főnév
szitavászon,főnév
szitkozódás,főnév
szitkozódik,ige
szitok,főnév
szitokszó,főnév
szítóvas,főnév
szituáció,főnév
szituált,melléknév
szittya,főnév|melléknév
szittyó,főnév
sziú,főnév|melléknév
szív,ige|főnév
szivacs,főnév
szivacsos,melléknév
szivar,főnév
szivardoboz,főnév
szivarfa,főnév
szivarfüst,főnév
szivárgás,főnév
szivarka,főnév
szivárog,ige
szivaros,főnév|melléknév
szivarozik,ige
szivarszipka,főnév
szivartárca,főnév
szivarvágó,főnév|melléknév
szivárvány,főnév
szivárványhártya,főnév
szivárványos,melléknév
szivárványoz,ige
szivárványszín,főnév|melléknév
szivárványszínű,melléknév
szivarvég,főnév
szivarzseb,főnév
szívás,főnév
szivattyú,főnév
szivattyús,főnév|melléknév
szivattyútelep,főnév
szivattyúz,ige
szívbaj,főnév
szívbajos,főnév|melléknév
szívbéli,főnév|melléknév
szívbénulás,főnév
szívbeteg,főnév|melléknév
szívbetegség,főnév
szívbillentyű,főnév
szívburok,főnév
szívcsúcs,főnév
szívderítő,melléknév
szívdobbanás,főnév
szívdobogás,főnév
szívdobogva,határozószó
szívdöglesztő,melléknév
szível,ige
szívélyes,melléknév
szívélyesség,főnév
szíverősítő,főnév|melléknév
szíves,főnév|melléknév
szívesen,határozószó
szíveskedik,ige
szíveslátás,főnév
szívesség,főnév
szívfacsaró,melléknév
szívfájás,főnév
szívfájdalom,főnév
szívfájdító,melléknév
szívgörcs,főnév
szívgyengeség,főnév
szívhallgató,főnév
szívhang,főnév
szivike,főnév
szívizom,főnév
szívjóság,főnév
szívkamra,főnév
szív-lélek,főnév
szívműködés,főnév
szívó,főnév|melléknév
szívócső,főnév
szívódik,ige
szívógázmotor,főnév
szívógyökér,főnév
szívóka,főnév
szívókészülék,főnév
szívókorong,főnév
szívó-nyomó,melléknév
szivornya,főnév
szívós,melléknév
szívósság,főnév
szívpitvar,főnév
szívrepesve,határozószó
szívrepesztő,melléknév
szívroham,főnév
szívszaggató,melléknév
szívszakadva,határozószó
szívszélhűdés,főnév
szívszorongva,határozószó
szívszorulás,főnév
szívtágulás,főnév
szívtáj,főnév
szívtelen,melléknév
szívtépő,melléknév
szívügy,főnév
szívverés,főnév
szívvidító,melléknév
szívvirág,főnév
szívzörej,főnév
szkéma,főnév
szkepszis,főnév
szkepticizmus,főnév
szkeptikus,főnév|melléknév
szkiff,főnév
szkíta,főnév|melléknév
szkófium,főnév
szkunksz,főnév
szláv,főnév|melléknév
szlavista,főnév|melléknév
szlavisztika,főnév
szlavón,főnév|melléknév
szlávosít,ige
szlávság,főnév
szlovák,főnév|melléknév
szlovén,főnév|melléknév
szmirnaszőnyeg,főnév
szmoking,főnév
sznob,főnév|melléknév
sznobizmus,főnév
szó,főnév
szóalak,főnév
szóalakzat,főnév
szóalkotás,főnév
szóanyag,főnév
szóáradat,főnév
szoba,főnév
szobaasszony,főnév
szobaberendezés,főnév
szobabútor,főnév
szobacica,főnév
szobacicus,főnév
szobadísz,főnév
szobafenyő,főnév
szobafestő,főnév|melléknév
szobafoglalás,főnév
szobafogság,főnév
szobahőmérséklet,főnév
szobainas,főnév
szoba-konyhás,melléknév
szobaköltészet,főnév
szobalány,főnév
szobalétra,főnév
szobalevegő,főnév
szobanövény,főnév
szobaparancsnok,főnév
szobapincér,főnév
szobarend,főnév
szobás,melléknév
szobatárs,főnév
szobatiszta,melléknév
szobatorna,főnév
szobatudós,főnév
szobaúr,főnév
szóbeli,főnév|melléknév
szóbeliség,főnév
szóbelizik,ige
szóbeszéd,főnév
szobor,főnév
szóbőség,főnév
szobrász,főnév
szobrászat,főnév
szobrászművész,főnév
szocdem,főnév|melléknév
szoci,főnév|melléknév
szociáldemokrácia,főnév
szociáldemokrata,főnév|melléknév
szociálforradalmár,főnév
szociális,melléknév
szocialista,főnév|melléknév
szocializál,ige
szocializmus,főnév
szociálpolitika,főnév
szociálsovinizmus,főnév
szócikk,főnév
szociográfia,főnév
szociológia,főnév
szociológus,főnév
szócsalád,főnév
szócsata,főnév
szócsavarás,főnév
szócsere,főnév
szócsinálás,főnév
szócska,főnév
szócső,főnév
szóda,főnév
szódabikarbóna,főnév
szódagály,főnév
szódás,főnév|melléknév
szódásüveg,főnév
szódavíz,főnév
szódíj,főnév
szóelemzés,főnév
szófa,főnév
szófaj,főnév
szófaragás,főnév
szófecsérlés,főnév
szófejtés,főnév
szófejtő,főnév|melléknév
szófia,főnév|melléknév
szóficam,főnév
szofista,főnév|melléknév
szofisztika,főnév
szofizma,főnév
szófogadatlan,melléknév
szófogadó,melléknév
szófosás,főnév
szóföldrajz,főnév
szófukar,melléknév
szófűzés,főnév
szógyök,főnév
szógyűjtemény,főnév
szóhagyomány,főnév
szóhalmozás,főnév
szóhangsúly,főnév
szóhangulat,főnév
szóharc,főnév
szóhasználat,főnév
szóírás,főnév
szója,főnév
szójabab,főnév
szójaliszt,főnév
szójárás,főnév
szójáték,főnév
szójegyzék,főnév
szójelentés,főnév
szok,ige
szókapcsolat,főnév
szokás,főnév
szokásjog,főnév
szokásmondás,főnév
szokásos,melléknév
szokásszerű,melléknév
szokatlan,melléknév
szókép,főnév
szóképzés,főnév
szókészlet,főnév
szokik,ige
szókimondás,főnév
szókimondó,melléknév
szókincs,főnév
szókincstan,főnév
szoknya,főnév
szoknyabolond,főnév|melléknév
szoknyanadrág,főnév
szoknyás,melléknév
szoknyavadász,főnév
szokott,főnév|melléknév
szókötés,főnév
szóköz,főnév
szoktat,ige
szokvány,főnév
szokványos,melléknév
szol,főnév
szól,ige
szólal,ige
szólam,főnév
szólamvezető,főnév|melléknév
szólás,főnév
szólásgyűjtemény,főnév
szóláshasonlat,főnév
szólásmód,főnév
szólásmondás,főnév
szólásszabadság,főnév
szolfézs,főnév
szolga,főnév
szolgabíró,főnév
szolgafa,főnév
szolgaföld,főnév
szolgahad,főnév
szolgai,melléknév
szolgál,ige
szolgálat,főnév
szolgálati,melléknév
szolgálatkész,melléknév
szolgálattétel,főnév
szolgálattevő,melléknév
szolgálatvezető,főnév|melléknév
szolgalegény,főnév
szolgalélek,főnév
szolgalelkű,melléknév
szolgálmány,főnév
szolgalmi,melléknév
szolgáló,főnév|melléknév
szolgálóleány,főnév
szolgalom,főnév
szolgáltat,ige
szolgáltatás,főnév
szolgaság,főnév
szolgasor,főnév
szolid,melléknév
szolidáris,melléknév
szolidaritás,főnév
szólista,főnév
szólít,ige
szolmizál,ige
szóló,főnév|melléknév|határozószó
szólongat,ige
szólórák,főnév
szómagyarázat,főnév
szombat,főnév
szombatos,főnév|melléknév
szómegvonás,főnév
szomj,főnév
szomjan,határozószó
szomjas,melléknév
szomjaz,ige
szomjazik,ige
szomjú,melléknév
szomjúhozik,ige
szomjúság,főnév
szomjúzik,ige
szomorgó,melléknév
szomorít,ige
szomorkás,melléknév
szomorkodik,ige
szomorodik,ige
szomorodni,főnév
szomorodott,melléknév
szomorog,ige
szomorú,melléknév
szomorúfűz,főnév
szomorújáték,főnév
szomorúság,főnév
szomszéd,főnév|melléknév
szomszédasszony,főnév
szomszédol,ige
szomszédos,melléknév
szomszédság,főnév
szómutató,főnév
szonáta,főnév
szonatina,főnév
szonda,főnév
szondál,ige
szondáz,ige
szondíroz,ige
szonett,főnév
szónok,főnév
szónoki,melléknév
szónokias,melléknév
szónoklás,főnév
szónoklat,főnév
szónoklattan,főnév
szónokol,ige
szóösszetétel,főnév
szóösszevonás,főnév
szóözön,főnév
szop,ige
szopás,főnév
szopik,ige
szopó,főnév|melléknév
szopogat,ige
szopóka,főnév
szopókás,melléknév
szopornyica,főnév
szopós,melléknév
szoprán,főnév
szoptat,ige
szoptatás,főnév
szoptató,melléknév
szoptatós,melléknév
szór,ige
szóragozás,főnév
szórakozás,főnév
szórakozik,ige
szórakozóhely,főnév
szórakozott,melléknév
szórakozottság,főnév
szórakoztat,ige
szórás,főnév
szordinó,főnév
szórend,főnév
szórendi,melléknév
szorgalmas,melléknév
szorgalmatos,melléknév
szorgalmatoskodik,ige
szorgalmaz,ige
szorgalmi,melléknév
szorgalom,főnév
szorgos,melléknév
szorgoskodik,ige
szorít,ige
szorítkozik,ige
szorító,főnév|melléknév
szorítócsavar,főnév
szorítópánt,főnév
szorítóvas,főnév
szóródik,ige
szórólapát,főnév
szórólencse,főnév
szórólöveg,főnév
szorong,ige
szorongás,főnév
szorongat,ige
szorongatott,melléknév
szorongó,melléknév
szoronkodik,ige
szórópisztoly,főnév
szóror,főnév
szoros,főnév|melléknév
szoroz,ige
szórövidítés,főnév
szortíroz,ige
szortyog,ige
szorul,ige
szorulás,főnév
szorulat,főnév
szorult,melléknév
szorultság,főnév
szórvány,főnév
szórványos,melléknév
szorzandó,főnév|melléknév
szorzás,főnév
szorzat,főnév
szorzó,főnév|melléknév
szorzógép,főnév
szorzószám,főnév
szorzótábla,főnév
szósz,főnév
szószaporítás,főnév
szószátyár,főnév|melléknév
szószátyárkodik,ige
szószedet,főnév
szószegés,főnév
szószegő,főnév|melléknév
szószék,főnév
szószerkezet,főnév
szószol,ige
szószóló,főnév|melléknév
szótag,főnév
szótagírás,főnév
szótagol,ige
szótalan,melléknév|határozószó
szótan,főnév
szótár,főnév
szótároz,ige
szótározatlan,melléknév
szótártan,főnév
szótartó,melléknév
szótártudomány,főnév
szótlan,melléknév|határozószó
szótő,főnév
szótöbbség,főnév
szotyakos,melléknév
szotyka,főnév
szotykos,melléknév
szotyós,melléknév
szottyan,ige
szóval,határozószó
szóváltás,főnév
szóvég,főnév
szóvégi,melléknév
szovhoz,főnév
szóvicc,főnév
szóvirág,főnév
szóvivő,főnév|melléknév
szovjet,főnév|melléknév
szovjetbarát,főnév
szovjetdemokrácia,főnév
szovjethatalom,főnév
szovjetköztársaság,főnév
szovjetrendszer,főnév
szovjeturalom,főnév
szózat,főnév
sző,ige
szőcs,főnév
szöcske,főnév
szög,főnév|melléknév
szögellik,ige
szöges,melléknév
szögesdrót,főnév
szögez,ige
szögezés,főnév
szögfelező,főnév|melléknév
szögfüggvény,főnév
szöghaj,főnév
szöglet,főnév
szögletes,melléknév
szögletrúgás,főnév
szögmérő,főnév|melléknév
szögmértan,főnév
szök,ige
szökdécsel,ige
szökdel,ige
szökdös,ige
szőke,főnév|melléknév
szökell,ige
szökés,főnév
szőkés,melléknév
szőkeség,főnév
szökevény,főnév
szökik,ige
szőkít,ige
szökken,ige
szökő,főnév|melléknév
szökőár,főnév
szökőév,főnév
szökőforrás,főnév
szökőhónap,főnév
szökőkút,főnév
szökőnap,főnév
szökött,melléknév
szöktet,ige
szőkül,ige
szőlész,főnév
szőlészet,főnév
szőlő,főnév
szőlőcukor,főnév
szőlőcsutka,főnév
szőlőfürt,főnév
szőlőgerezd,főnév
szőlőhegy,főnév
szőlőíz,főnév
szőlőkacs,főnév
szőlőkaró,főnév
szőlőkert,főnév
szőlőkúra,főnév
szőlőlé,főnév
szőlőlekvár,főnév
szőlőlevél,főnév
szőlőlugas,főnév
szőlőmoly,főnév
szőlőmosó,főnév|melléknév
szőlőművelés,főnév
szőlőnedv,főnév
szőlőnyitás,főnév
szőlőpenész,főnév
szőlőprés,főnév
szőlőragya,főnév
szőlős,melléknév
szőlősgazda,főnév
szőlőskert,főnév
szőlőszem,főnév
szőlőtermelő,főnév|melléknév
szőlőtetű,főnév
szőlőtő,főnév
szőlőtőke,főnév
szőlővessző,főnév
szőlőzúzó,főnév|melléknév
szőlőzsír,főnév
szömély,főnév
szömörce,főnév
szömörcsög,főnév
szőnyeg,főnév
szőnyegágy,főnév
szőnyegbombázás,főnév
szőnyeges,főnév|melléknév
szőnyegnövény,főnév
szőnyegszövés,főnév
szőnyegszövő,főnév|melléknév
szőr,főnév
szörbet,főnév
szőrcsomó,főnév
szőrcsuha,főnév
szőrén-lábán,határozószó
szőrén-szálán,határozószó
szőrhullás,főnév
szőrirtó,főnév|melléknév
szőrme,főnév
szőrmeáru,főnév
szőrmegallér,főnév
szőrmentében,határozószó
szőrmés,főnév|melléknév
szőrmók,főnév|melléknév
szörny,főnév
szörnyalak,főnév
szörnyed,ige
szörnyeteg,főnév
szörnyethal,ige
szörnyszülemény,főnév
szörnyszülött,főnév|melléknév
szörnyű,melléknév|határozószó
szörnyűködik,ige
szörnyűség,főnév
szörnyűséges,melléknév|határozószó
szőrös,melléknév
szőrösödik,ige
szőrösszívű,melléknév
szőröstül-bőröstül,határozószó
szőröz,ige
szörp,főnév
szőrpamacs,főnév
szőrpamat,főnév
szörplé,főnév
szörpöl,ige
szőrszál,főnév
szőrszálhasogatás,főnév
szőrszálhasogató,főnév|melléknév
szőrtelen,melléknév
szőrtelenít,ige
szőrtelenítő,főnév|melléknév
szőrtüsző,főnév
szőrtüszőgyulladás,főnév
szörtyög,ige
szőrzet,főnév
szösz,főnév
szöszhaj,főnév
szöszke,főnév|melléknév
szöszmötöl,ige
szöszöl,ige
szöszös,melléknév
szőtt,melléknév
szőttes,főnév|melléknév
szövedék,főnév
szövedékes,melléknév
szöveg,főnév
szövegelemzés,főnév
szöveges,melléknév
szövegez,ige
szövegezés,főnév
szövegíró,főnév
szövegkiadás,főnév
szövegkönyv,főnév
szövegkörnyezet,főnév
szövegkritika,főnév
szövegmagyarázat,főnév
szövegmondás,főnév
szövegösszefüggés,főnév
szövegromlás,főnév
szövés,főnév
szövés-fonás,főnév
szövet,főnév
szövetáru,főnév
szövetfestés,főnév
szövetkezés,főnév
szövetkezet,főnév
szövetkezeti,főnév|melléknév
szövetkezik,ige
szövetminta,főnév
szövétnek,főnév
szövetség,főnév
szövetséges,főnév|melléknév
szövetségi,melléknév
szövettan,főnév
szövevény,főnév
szövevényes,melléknév
szövő,főnév|melléknév
szövöde,főnév
szövődik,ige
szövődmény,főnév
szövődményes,melléknév
szövő-fonó,melléknév
szövőgép,főnév
szövöget,ige
szövőgyár,főnév
szövőipar,főnév
szövőlány,főnév
szövőlepke,főnév
szövőmester,főnév
szövőmunkás,főnév
szövőnő,főnév
szövőszék,főnév
szövött,melléknév
szpáhi,főnév
szpartakiád,főnév
szpíker,főnév
szputnyik,főnév
ssz,indulatszó
sztahanovista,főnév|melléknév
sztaniol,főnév
sztár,főnév
sztenografál,ige
sztentori,melléknév
sztereoszkóp,főnév
sztereotip,melléknév
sztetoszkóp,főnév
sztoicizmus,főnév
sztoikus,főnév|melléknév
sztrájk,főnév
sztrájkbizottság,főnév
sztrájkhullám,főnév
